File id,Answer,result,None,Right,Left,   ,Epoch,Batchsize,Image Size,Learning rate,test acc
N_27_extract_8 6 11 29.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_27_extract_8 6 9 35.jpg,N,N,99.99,0.0,0.01,,60,32,150,0.0001,96.857
N_280_extract_8 6 10 41.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_280_extract_8 6 11 2.jpg,N,N,99.4,0.59,0.01,,60,32,150,0.0001,96.857
N_280_extract_8 6 11 29.jpg,N,N,72.21,27.75,0.05,,60,32,150,0.0001,96.857
N_280_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_281_extract_8 6 10 41.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_281_extract_8 6 11 2.jpg,N,N,98.62,1.32,0.06,,60,32,150,0.0001,96.857
N_281_extract_8 6 11 29.jpg,N,N,95.08,4.61,0.31,,60,32,150,0.0001,96.857
N_281_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_282_extract_8 6 10 41.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_282_extract_8 6 11 2.jpg,N,N,99.59,0.39,0.02,,60,32,150,0.0001,96.857
N_282_extract_8 6 11 29.jpg,N,N,90.51,9.46,0.03,,60,32,150,0.0001,96.857
N_282_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_283_extract_8 6 10 41.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_283_extract_8 6 11 2.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_283_extract_8 6 11 29.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_283_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_284_extract_8 6 10 41.jpg,N,N,99.96,0.04,0.0,,60,32,150,0.0001,96.857
N_284_extract_8 6 11 2.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_284_extract_8 6 11 29.jpg,N,N,99.92,0.08,0.0,,60,32,150,0.0001,96.857
N_284_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_285_extract_8 6 10 41.jpg,N,N,99.9,0.1,0.0,,60,32,150,0.0001,96.857
N_285_extract_8 6 11 2.jpg,N,N,99.86,0.13,0.0,,60,32,150,0.0001,96.857
N_285_extract_8 6 11 29.jpg,N,N,99.24,0.75,0.0,,60,32,150,0.0001,96.857
N_285_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_286_extract_8 6 10 41.jpg,N,N,99.41,0.59,0.01,,60,32,150,0.0001,96.857
N_286_extract_8 6 11 2.jpg,N,N,99.95,0.05,0.0,,60,32,150,0.0001,96.857
N_286_extract_8 6 11 29.jpg,N,N,99.52,0.48,0.0,,60,32,150,0.0001,96.857
N_286_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_287_extract_8 6 10 41.jpg,N,N,99.15,0.84,0.01,,60,32,150,0.0001,96.857
N_287_extract_8 6 11 2.jpg,N,N,99.97,0.03,0.0,,60,32,150,0.0001,96.857
N_287_extract_8 6 11 29.jpg,N,N,99.86,0.14,0.0,,60,32,150,0.0001,96.857
N_287_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_288_extract_8 6 10 41.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_288_extract_8 6 11 2.jpg,N,N,99.77,0.22,0.02,,60,32,150,0.0001,96.857
N_288_extract_8 6 11 29.jpg,N,N,99.74,0.26,0.0,,60,32,150,0.0001,96.857
N_288_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_289_extract_8 6 10 41.jpg,N,N,99.9,0.1,0.01,,60,32,150,0.0001,96.857
N_289_extract_8 6 11 2.jpg,N,N,99.81,0.16,0.03,,60,32,150,0.0001,96.857
N_289_extract_8 6 11 29.jpg,N,N,98.75,1.23,0.01,,60,32,150,0.0001,96.857
N_289_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_28_extract_8 6 10 41.jpg,N,N,95.37,4.57,0.06,,60,32,150,0.0001,96.857
N_28_extract_8 6 11 2.jpg,N,N,99.41,0.52,0.07,,60,32,150,0.0001,96.857
N_28_extract_8 6 11 29.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_28_extract_8 6 9 35.jpg,N,N,99.86,0.04,0.11,,60,32,150,0.0001,96.857
N_290_extract_8 6 10 41.jpg,N,N,99.67,0.07,0.26,,60,32,150,0.0001,96.857
N_290_extract_8 6 11 2.jpg,N,N,99.92,0.06,0.01,,60,32,150,0.0001,96.857
N_290_extract_8 6 11 29.jpg,N,N,99.84,0.16,0.0,,60,32,150,0.0001,96.857
N_290_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_291_extract_8 6 10 41.jpg,N,N,99.96,0.03,0.01,,60,32,150,0.0001,96.857
N_291_extract_8 6 11 2.jpg,N,N,99.98,0.01,0.0,,60,32,150,0.0001,96.857
N_291_extract_8 6 11 29.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_291_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_292_extract_8 6 10 41.jpg,N,N,99.58,0.11,0.31,,60,32,150,0.0001,96.857
N_292_extract_8 6 11 2.jpg,N,N,99.9,0.08,0.02,,60,32,150,0.0001,96.857
N_292_extract_8 6 11 29.jpg,N,N,99.83,0.17,0.0,,60,32,150,0.0001,96.857
N_292_extract_8 6 9 35.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_293_extract_8 6 10 41.jpg,N,N,98.9,0.04,1.06,,60,32,150,0.0001,96.857
N_293_extract_8 6 11 2.jpg,N,N,98.06,1.84,0.1,,60,32,150,0.0001,96.857
N_293_extract_8 6 11 29.jpg,N,N,98.98,0.93,0.08,,60,32,150,0.0001,96.857
N_293_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_294_extract_8 6 10 41.jpg,N,N,96.74,0.05,3.2,,60,32,150,0.0001,96.857
N_294_extract_8 6 11 2.jpg,N,N,99.74,0.25,0.01,,60,32,150,0.0001,96.857
N_294_extract_8 6 11 29.jpg,N,N,97.12,2.47,0.41,,60,32,150,0.0001,96.857
N_294_extract_8 6 9 35.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_295_extract_8 6 10 41.jpg,N,N,98.04,0.1,1.87,,60,32,150,0.0001,96.857
N_295_extract_8 6 11 2.jpg,N,N,99.88,0.11,0.01,,60,32,150,0.0001,96.857
N_295_extract_8 6 11 29.jpg,N,N,95.8,4.1,0.1,,60,32,150,0.0001,96.857
N_295_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_296_extract_8 6 10 41.jpg,N,N,99.26,0.15,0.59,,60,32,150,0.0001,96.857
N_296_extract_8 6 11 2.jpg,N,N,99.35,0.59,0.06,,60,32,150,0.0001,96.857
N_296_extract_8 6 11 29.jpg,N,N,99.1,0.63,0.27,,60,32,150,0.0001,96.857
N_296_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_297_extract_8 6 10 41.jpg,N,N,98.69,0.09,1.23,,60,32,150,0.0001,96.857
N_297_extract_8 6 11 2.jpg,N,N,99.69,0.23,0.08,,60,32,150,0.0001,96.857
N_297_extract_8 6 11 29.jpg,N,N,99.01,0.69,0.31,,60,32,150,0.0001,96.857
N_297_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_298_extract_8 6 11 2.jpg,N,N,98.86,1.11,0.03,,60,32,150,0.0001,96.857
N_298_extract_8 6 11 29.jpg,N,N,99.61,0.26,0.13,,60,32,150,0.0001,96.857
N_298_extract_8 6 9 35.jpg,N,N,99.99,0.0,0.01,,60,32,150,0.0001,96.857
N_299_extract_8 6 11 2.jpg,N,N,89.8,7.45,2.75,,60,32,150,0.0001,96.857
N_299_extract_8 6 11 29.jpg,N,N,99.97,0.02,0.0,,60,32,150,0.0001,96.857
N_299_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_29_extract_8 6 10 41.jpg,N,N,95.19,4.61,0.2,,60,32,150,0.0001,96.857
N_29_extract_8 6 11 2.jpg,N,N,98.82,1.11,0.06,,60,32,150,0.0001,96.857
N_29_extract_8 6 11 29.jpg,N,N,99.81,0.17,0.01,,60,32,150,0.0001,96.857
N_29_extract_8 6 9 35.jpg,N,N,99.91,0.03,0.06,,60,32,150,0.0001,96.857
N_2_extract_8 6 10 41.jpg,N,N,99.95,0.05,0.01,,60,32,150,0.0001,96.857
N_2_extract_8 6 11 2.jpg,N,N,76.65,18.32,5.03,,60,32,150,0.0001,96.857
N_2_extract_8 6 11 29.jpg,N,N,98.99,1.0,0.01,,60,32,150,0.0001,96.857
N_300_extract_8 6 11 2.jpg,N,N,96.67,2.29,1.04,,60,32,150,0.0001,96.857
N_300_extract_8 6 11 29.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_300_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_301_extract_8 6 11 2.jpg,N,N,92.87,6.05,1.08,,60,32,150,0.0001,96.857
N_301_extract_8 6 11 29.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_301_extract_8 6 9 35.jpg,N,N,99.99,0.0,0.01,,60,32,150,0.0001,96.857
N_302_extract_8 6 11 2.jpg,N,N,95.25,4.02,0.73,,60,32,150,0.0001,96.857
N_302_extract_8 6 11 29.jpg,N,N,99.95,0.05,0.0,,60,32,150,0.0001,96.857
N_302_extract_8 6 9 35.jpg,N,N,99.99,0.01,0.01,,60,32,150,0.0001,96.857
N_303_extract_8 6 11 2.jpg,N,N,87.69,11.09,1.22,,60,32,150,0.0001,96.857
N_303_extract_8 6 11 29.jpg,N,N,96.36,3.63,0.01,,60,32,150,0.0001,96.857
N_303_extract_8 6 9 35.jpg,N,N,99.97,0.02,0.01,,60,32,150,0.0001,96.857
N_304_extract_8 6 11 2.jpg,N,N,87.57,12.06,0.36,,60,32,150,0.0001,96.857
N_304_extract_8 6 11 29.jpg,N,N,99.93,0.07,0.0,,60,32,150,0.0001,96.857
N_304_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_305_extract_8 6 11 2.jpg,N,N,94.98,4.3,0.72,,60,32,150,0.0001,96.857
N_305_extract_8 6 11 29.jpg,N,N,99.97,0.03,0.0,,60,32,150,0.0001,96.857
N_305_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_306_extract_8 6 11 2.jpg,N,N,95.1,4.4,0.5,,60,32,150,0.0001,96.857
N_306_extract_8 6 11 29.jpg,N,N,99.35,0.62,0.03,,60,32,150,0.0001,96.857
N_306_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_307_extract_8 6 11 2.jpg,N,N,97.72,2.11,0.17,,60,32,150,0.0001,96.857
N_307_extract_8 6 11 29.jpg,N,N,99.92,0.07,0.01,,60,32,150,0.0001,96.857
N_307_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_308_extract_8 6 11 2.jpg,N,N,99.14,0.79,0.07,,60,32,150,0.0001,96.857
N_308_extract_8 6 11 29.jpg,N,N,99.94,0.05,0.01,,60,32,150,0.0001,96.857
N_308_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_309_extract_8 6 11 2.jpg,N,N,99.46,0.47,0.07,,60,32,150,0.0001,96.857
N_309_extract_8 6 11 29.jpg,N,N,99.92,0.04,0.04,,60,32,150,0.0001,96.857
N_309_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_30_extract_8 6 10 41.jpg,N,N,89.01,10.74,0.25,,60,32,150,0.0001,96.857
N_30_extract_8 6 11 2.jpg,N,N,94.14,5.07,0.79,,60,32,150,0.0001,96.857
N_30_extract_8 6 11 29.jpg,N,N,99.96,0.03,0.01,,60,32,150,0.0001,96.857
N_30_extract_8 6 9 35.jpg,N,N,99.85,0.05,0.1,,60,32,150,0.0001,96.857
N_310_extract_8 6 11 2.jpg,N,N,98.91,0.84,0.25,,60,32,150,0.0001,96.857
N_310_extract_8 6 11 29.jpg,N,N,98.46,1.52,0.01,,60,32,150,0.0001,96.857
N_310_extract_8 6 9 35.jpg,N,N,99.79,0.21,0.0,,60,32,150,0.0001,96.857
N_311_extract_8 6 11 2.jpg,N,N,98.31,1.4,0.29,,60,32,150,0.0001,96.857
N_311_extract_8 6 11 29.jpg,N,N,94.68,5.24,0.08,,60,32,150,0.0001,96.857
N_311_extract_8 6 9 35.jpg,N,N,99.97,0.03,0.0,,60,32,150,0.0001,96.857
N_312_extract_8 6 11 2.jpg,N,N,97.58,1.92,0.51,,60,32,150,0.0001,96.857
N_312_extract_8 6 11 29.jpg,N,N,98.06,1.93,0.01,,60,32,150,0.0001,96.857
N_312_extract_8 6 9 35.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_313_extract_8 6 11 2.jpg,N,N,98.1,1.84,0.06,,60,32,150,0.0001,96.857
N_313_extract_8 6 11 29.jpg,N,N,50.92,43.34,5.74,,60,32,150,0.0001,96.857
N_313_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_314_extract_8 6 11 2.jpg,N,N,98.08,1.83,0.09,,60,32,150,0.0001,96.857
N_314_extract_8 6 11 29.jpg,N,R,24.43,67.95,7.62,,60,32,150,0.0001,96.857
N_314_extract_8 6 9 35.jpg,N,N,99.98,0.01,0.01,,60,32,150,0.0001,96.857
N_315_extract_8 6 11 2.jpg,N,N,97.69,2.26,0.05,,60,32,150,0.0001,96.857
N_315_extract_8 6 11 29.jpg,N,R,2.57,86.88,10.55,,60,32,150,0.0001,96.857
N_315_extract_8 6 9 35.jpg,N,N,99.95,0.02,0.03,,60,32,150,0.0001,96.857
N_316_extract_8 6 11 2.jpg,N,N,99.04,0.94,0.02,,60,32,150,0.0001,96.857
N_316_extract_8 6 11 29.jpg,N,R,6.65,82.69,10.66,,60,32,150,0.0001,96.857
N_316_extract_8 6 9 35.jpg,N,N,99.97,0.02,0.01,,60,32,150,0.0001,96.857
N_317_extract_8 6 11 2.jpg,N,N,96.8,3.1,0.1,,60,32,150,0.0001,96.857
N_317_extract_8 6 11 29.jpg,N,R,3.65,56.0,40.35,,60,32,150,0.0001,96.857
N_317_extract_8 6 9 35.jpg,N,N,99.99,0.0,0.0,,60,32,150,0.0001,96.857
N_318_extract_8 6 11 2.jpg,N,N,96.71,2.91,0.38,,60,32,150,0.0001,96.857
N_318_extract_8 6 11 29.jpg,N,N,98.48,1.43,0.1,,60,32,150,0.0001,96.857
N_318_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_319_extract_8 6 11 2.jpg,N,N,97.21,2.23,0.56,,60,32,150,0.0001,96.857
N_319_extract_8 6 11 29.jpg,N,N,98.81,1.19,0.01,,60,32,150,0.0001,96.857
N_319_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_31_extract_8 6 10 41.jpg,N,N,99.13,0.86,0.01,,60,32,150,0.0001,96.857
N_31_extract_8 6 11 2.jpg,N,N,85.19,13.2,1.61,,60,32,150,0.0001,96.857
N_31_extract_8 6 11 29.jpg,N,N,99.99,0.0,0.01,,60,32,150,0.0001,96.857
N_31_extract_8 6 9 35.jpg,N,N,99.76,0.21,0.03,,60,32,150,0.0001,96.857
N_320_extract_8 6 11 2.jpg,N,N,98.13,1.6,0.26,,60,32,150,0.0001,96.857
N_320_extract_8 6 11 29.jpg,N,N,99.29,0.7,0.0,,60,32,150,0.0001,96.857
N_320_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_321_extract_8 6 11 2.jpg,N,N,97.93,1.74,0.32,,60,32,150,0.0001,96.857
N_321_extract_8 6 11 29.jpg,N,N,99.95,0.05,0.0,,60,32,150,0.0001,96.857
N_321_extract_8 6 9 35.jpg,N,N,99.79,0.18,0.03,,60,32,150,0.0001,96.857
N_322_extract_8 6 11 2.jpg,N,N,96.88,0.82,2.3,,60,32,150,0.0001,96.857
N_322_extract_8 6 11 29.jpg,N,N,99.81,0.18,0.01,,60,32,150,0.0001,96.857
N_322_extract_8 6 9 35.jpg,N,N,99.96,0.03,0.01,,60,32,150,0.0001,96.857
N_323_extract_8 6 11 2.jpg,N,N,95.44,0.31,4.25,,60,32,150,0.0001,96.857
N_323_extract_8 6 11 29.jpg,N,N,99.57,0.43,0.0,,60,32,150,0.0001,96.857
N_323_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_324_extract_8 6 11 2.jpg,N,N,97.07,1.04,1.9,,60,32,150,0.0001,96.857
N_324_extract_8 6 11 29.jpg,N,N,98.53,1.46,0.01,,60,32,150,0.0001,96.857
N_324_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_325_extract_8 6 11 2.jpg,N,N,99.01,0.49,0.5,,60,32,150,0.0001,96.857
N_325_extract_8 6 11 29.jpg,N,N,98.6,1.39,0.0,,60,32,150,0.0001,96.857
N_325_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_326_extract_8 6 11 2.jpg,N,N,98.14,0.43,1.43,,60,32,150,0.0001,96.857
N_326_extract_8 6 11 29.jpg,N,N,99.55,0.45,0.0,,60,32,150,0.0001,96.857
N_326_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_327_extract_8 6 11 2.jpg,N,N,95.37,2.56,2.07,,60,32,150,0.0001,96.857
N_327_extract_8 6 11 29.jpg,N,N,96.12,3.88,0.0,,60,32,150,0.0001,96.857
N_327_extract_8 6 9 35.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_328_extract_8 6 11 2.jpg,N,N,92.84,3.75,3.41,,60,32,150,0.0001,96.857
N_328_extract_8 6 11 29.jpg,N,N,99.8,0.2,0.0,,60,32,150,0.0001,96.857
N_328_extract_8 6 9 35.jpg,N,N,99.5,0.49,0.01,,60,32,150,0.0001,96.857
N_329_extract_8 6 11 2.jpg,N,N,97.66,1.85,0.49,,60,32,150,0.0001,96.857
N_329_extract_8 6 11 29.jpg,N,N,99.86,0.14,0.01,,60,32,150,0.0001,96.857
N_329_extract_8 6 9 35.jpg,N,N,97.31,2.64,0.06,,60,32,150,0.0001,96.857
N_32_extract_8 6 10 41.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_32_extract_8 6 11 2.jpg,N,N,99.38,0.4,0.22,,60,32,150,0.0001,96.857
N_32_extract_8 6 11 29.jpg,N,N,99.84,0.01,0.15,,60,32,150,0.0001,96.857
N_32_extract_8 6 9 35.jpg,N,N,99.93,0.02,0.05,,60,32,150,0.0001,96.857
N_330_extract_8 6 11 2.jpg,N,N,98.68,1.15,0.17,,60,32,150,0.0001,96.857
N_330_extract_8 6 11 29.jpg,N,N,99.81,0.14,0.04,,60,32,150,0.0001,96.857
N_330_extract_8 6 9 35.jpg,N,N,97.43,2.41,0.15,,60,32,150,0.0001,96.857
N_331_extract_8 6 11 2.jpg,N,N,99.65,0.24,0.11,,60,32,150,0.0001,96.857
N_331_extract_8 6 11 29.jpg,N,N,91.24,5.5,3.26,,60,32,150,0.0001,96.857
N_331_extract_8 6 9 35.jpg,N,N,97.87,2.1,0.03,,60,32,150,0.0001,96.857
N_332_extract_8 6 11 2.jpg,N,N,99.29,0.46,0.26,,60,32,150,0.0001,96.857
N_332_extract_8 6 11 29.jpg,N,N,66.97,30.22,2.81,,60,32,150,0.0001,96.857
N_332_extract_8 6 9 35.jpg,N,N,99.33,0.64,0.03,,60,32,150,0.0001,96.857
N_333_extract_8 6 11 2.jpg,N,N,97.77,1.63,0.59,,60,32,150,0.0001,96.857
N_333_extract_8 6 11 29.jpg,N,R,26.87,69.91,3.23,,60,32,150,0.0001,96.857
N_333_extract_8 6 9 35.jpg,N,N,99.71,0.26,0.02,,60,32,150,0.0001,96.857
N_334_extract_8 6 11 2.jpg,N,N,97.67,0.26,2.08,,60,32,150,0.0001,96.857
N_334_extract_8 6 11 29.jpg,N,N,96.39,2.98,0.64,,60,32,150,0.0001,96.857
N_334_extract_8 6 9 35.jpg,N,N,99.91,0.08,0.01,,60,32,150,0.0001,96.857
N_335_extract_8 6 11 2.jpg,N,N,91.06,3.17,5.77,,60,32,150,0.0001,96.857
N_335_extract_8 6 11 29.jpg,N,N,99.55,0.45,0.01,,60,32,150,0.0001,96.857
N_335_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_336_extract_8 6 11 2.jpg,N,N,96.63,0.93,2.44,,60,32,150,0.0001,96.857
N_336_extract_8 6 11 29.jpg,N,N,98.79,1.19,0.02,,60,32,150,0.0001,96.857
N_336_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_337_extract_8 6 11 2.jpg,N,N,98.91,0.15,0.94,,60,32,150,0.0001,96.857
N_337_extract_8 6 11 29.jpg,N,N,99.4,0.54,0.05,,60,32,150,0.0001,96.857
N_337_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_338_extract_8 6 11 2.jpg,N,N,97.72,0.24,2.04,,60,32,150,0.0001,96.857
N_338_extract_8 6 11 29.jpg,N,N,97.19,2.61,0.2,,60,32,150,0.0001,96.857
N_338_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_339_extract_8 6 11 2.jpg,N,N,96.23,0.08,3.69,,60,32,150,0.0001,96.857
N_339_extract_8 6 11 29.jpg,N,N,99.76,0.2,0.04,,60,32,150,0.0001,96.857
N_339_extract_8 6 9 35.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_33_extract_8 6 10 41.jpg,N,N,99.74,0.25,0.0,,60,32,150,0.0001,96.857
N_33_extract_8 6 11 2.jpg,N,N,87.14,12.19,0.67,,60,32,150,0.0001,96.857
N_33_extract_8 6 11 29.jpg,N,N,92.66,0.06,7.29,,60,32,150,0.0001,96.857
N_33_extract_8 6 9 35.jpg,N,N,99.45,0.23,0.32,,60,32,150,0.0001,96.857
N_340_extract_8 6 11 2.jpg,N,N,99.74,0.04,0.23,,60,32,150,0.0001,96.857
N_340_extract_8 6 11 29.jpg,N,N,57.44,42.49,0.06,,60,32,150,0.0001,96.857
N_340_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_341_extract_8 6 11 2.jpg,N,N,99.58,0.1,0.32,,60,32,150,0.0001,96.857
N_341_extract_8 6 11 29.jpg,N,N,66.42,30.13,3.46,,60,32,150,0.0001,96.857
N_341_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_342_extract_8 6 11 2.jpg,N,N,98.75,0.51,0.74,,60,32,150,0.0001,96.857
N_342_extract_8 6 11 29.jpg,N,N,55.3,19.79,24.92,,60,32,150,0.0001,96.857
N_342_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_343_extract_8 6 11 2.jpg,N,N,99.8,0.15,0.05,,60,32,150,0.0001,96.857
N_343_extract_8 6 11 29.jpg,N,R,41.36,45.05,13.59,,60,32,150,0.0001,96.857
N_343_extract_8 6 9 35.jpg,N,N,100.0,0.0,0.0,,60,32,150,0.0001,96.857
N_344_extract_8 6 11 2.jpg,N,N,98.61,1.2,0.19,,60,32,150,0.0001,96.857
N_344_extract_8 6 11 29.jpg,N,N,63.96,17.61,18.43,,60,32,150,0.0001,96.857
N_344_extract_8 6 9 35.jpg,N,N,99.97,0.0,0.03,,60,32,150,0.0001,96.857
N_345_extract_8 6 11 2.jpg,N,N,99.91,0.06,0.03,,60,32,150,0.0001,96.857
N_345_extract_8 6 11 29.jpg,N,R,27.14,57.92,14.94,,60,32,150,0.0001,96.857
N_345_extract_8 6 9 35.jpg,N,N,99.98,0.0,0.02,,60,32,150,0.0001,96.857
N_346_extract_8 6 11 2.jpg,N,N,99.89,0.08,0.03,,60,32,150,0.0001,96.857
N_346_extract_8 6 11 29.jpg,N,N,98.59,1.32,0.09,,60,32,150,0.0001,96.857
N_346_extract_8 6 9 35.jpg,N,N,99.88,0.05,0.07,,60,32,150,0.0001,96.857
N_347_extract_8 6 11 2.jpg,N,N,99.88,0.06,0.06,,60,32,150,0.0001,96.857
N_347_extract_8 6 11 29.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_347_extract_8 6 9 35.jpg,N,N,99.87,0.12,0.02,,60,32,150,0.0001,96.857
N_348_extract_8 6 11 2.jpg,N,N,99.7,0.01,0.28,,60,32,150,0.0001,96.857
N_348_extract_8 6 11 29.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_348_extract_8 6 9 35.jpg,N,N,99.98,0.02,0.0,,60,32,150,0.0001,96.857
N_349_extract_8 6 11 2.jpg,N,N,99.77,0.03,0.2,,60,32,150,0.0001,96.857
N_349_extract_8 6 11 29.jpg,N,N,99.93,0.06,0.01,,60,32,150,0.0001,96.857
N_349_extract_8 6 9 35.jpg,N,N,98.74,1.17,0.09,,60,32,150,0.0001,96.857
N_34_extract_8 6 10 41.jpg,N,N,99.92,0.08,0.0,,60,32,150,0.0001,96.857
N_34_extract_8 6 11 2.jpg,N,N,97.23,2.14,0.63,,60,32,150,0.0001,96.857
N_34_extract_8 6 11 29.jpg,N,N,99.7,0.16,0.15,,60,32,150,0.0001,96.857
N_34_extract_8 6 9 35.jpg,N,N,99.96,0.02,0.03,,60,32,150,0.0001,96.857
N_350_extract_8 6 11 2.jpg,N,N,99.92,0.02,0.06,,60,32,150,0.0001,96.857
N_350_extract_8 6 11 29.jpg,N,N,99.75,0.1,0.15,,60,32,150,0.0001,96.857
N_350_extract_8 6 9 35.jpg,N,N,99.23,0.76,0.01,,60,32,150,0.0001,96.857
N_351_extract_8 6 11 2.jpg,N,N,99.82,0.09,0.09,,60,32,150,0.0001,96.857
N_351_extract_8 6 11 29.jpg,N,N,97.13,1.34,1.53,,60,32,150,0.0001,96.857
N_351_extract_8 6 9 35.jpg,N,N,97.75,1.87,0.38,,60,32,150,0.0001,96.857
N_352_extract_8 6 11 2.jpg,N,N,99.99,0.01,0.0,,60,32,150,0.0001,96.857
N_352_extract_8 6 11 29.jpg,N,N,99.38,0.56,0.06,,60,32,150,0.0001,96.857
N_352_extract_8 6 9 35.jpg,N,N,99.94,0.06,0.0,,60,32,150,0.0001,96.857
N_353_extract_8 6 11 2.jpg,N,N,99.89,0.08,0.03,,60,32,150,0.0001,96.857
N_353_extract_8 6 11 29.jpg,N,N,99.94,0.05,0.01,,60,32,150,0.0001,96.857
N_353_extract_8 6 9 35.jpg,N,N,99.49,0.51,0.0,,60,32,150,0.0001,96.857
